Note-id	Note_jpn	Note	Registered	LastUpdated
Note-id_472	関節リウマチ患者へのメトトレキサート/レフルノミド治療、インフリキシマブ/アダリムマブ/エタネルセプト/トシリズマブ治療、プレドニゾロン/非ステロイド系抗炎症薬治療とで、患者血清中遊離スレオニン（トレオニン）レベルが有意に異なっていた。	Free threonine levels in serum derived from rheumatoid arthritis patients are significantly different by their treatment with methotrexate/leflunomide, infliximab/adalimumab/etanercept/tocilizumab or prednisolone/NSAID.	2021-11-05	
Note-id_473	関節リウマチ患者の機能障害度（Steinbrocker）分類クラスIIIとIVとで、患者血清中遊離アルギニンレベルが有意に異なっていた。	Free arginine levels in serum derived from rheumatoid arthritis patients are significantly different in their functional classification class III and IV of the Steinbrocker functional classification.	2021-11-05	
Note-id_474	関節リウマチ患者の機能障害度（Steinbrocker）分類クラスI及びIIとIIIとで、患者血清中遊離グリシンレベルが有意に異なっていた。	Free glycine levels in serum derived from rheumatoid arthritis patients are significantly different in their functional classification class I+II and III of the Steinbrocker functional classification.	2021-11-05	
Note-id_475	関節リウマチ患者へのメトトレキサート/レフルノミド治療、インフリキシマブ/アダリムマブ/エタネルセプト/トシリズマブ治療とで、患者血清中遊離トリプトファンレベルが有意に異なっていた。	Free tryptophan levels in serum derived from rheumatoid arthritis patients are significantly different by their treatment with methotrexate/leflunomide or infliximab/adalimumab/etanercept/tocilizumab.	2021-11-05	
Note-id_476	関節リウマチ患者の炎症と免疫応答には、スレオニン（トレオニン）、トリプトファン、アルギニン、グリシンが重要な役割を果たす。	Threonine, tryptophan, arginine and glycine play an important role for rheumatoid arthritis patients in inflammation and immune response. 	2021-11-05	
Note-id_477	関節リウマチに漢方薬として処方される（センザンコウのウロコ）。	Treating for rheumatic arthritis as traditional Chinese medicine (TCM) (Pangolin scale).	2021-11-05	
Note-id_478	関節リウマチ発症ラットへセンザンコウのウロコを酢で処理したものを投与すると、足浮腫、関節炎指標、および足首関節の炎症性細胞浸潤の軽減がみられた（14～42日目（249.0 mg / kg.bw））。効果は、メロキシカム＞センザンコウのウロコを酢で処理したもの＞伝統的なセンザンコウのウロコ煎じ汁（830 mg / kg.bw）。	Treatment with pangolin scale processed with vinegar (PSP) alleviated paw edema, arthritic index and the inflammatory cell infiltration in the ankle joint in a complete Freund's adjuvant-induced rheumatic arthritis rats (from day 14-42 (249.0 mg/kg.bw)). Efficacies are meloxicam > PSP > the traditional decoction of pangolin scale (830 mg/kg.bw).	2021-11-05	
Note-id_479	メロキシカム（及びセンザンコウのウロコを酢で処理したものや伝統的なセンザンコウのウロコ煎じ汁）が関節リウマチを軽減させるのは、血清中へのTNF-αおよびIL-1βの発現の抑制の可能性あり。	Treatment with meloxicam (, pangolin scale processed with vinegar and the traditional decoction of pangolin scale) reduce rheumatoid arthritis may be attributed to inhibiting the production of TNF-α and IL-1β in the serum.	2021-11-05	
Note-id_480	関節リウマチ発症ラットへセンザンコウのウロコを酢で処理したものを投与すると、既存薬のメロキシカムにはみられない全血粘度低下効果があった。	Treatment with pangolin scale processed with vinegar shows a unique effect on reducing whole blood viscosity in a complete Freund's adjuvant-induced rheumatic arthritis rats, and it unobserved in meloxicam intervention.	2021-11-05	
Note-id_481	関節リウマチ発症ラットへのセンザンコウのウロコを酢で処理したもの（および、それよりは効率が悪いが伝統的なセンザンコウのウロコ煎じ汁）の処方は、抗炎症活性を示す。	Treatment with pangolin scale processed with vinegar (and the traditional decoction of pangolin scale but fewer efficacies) shows anti-inflammatory activity in a complete Freund's adjuvant-induced rheumatic arthritis rats.	2021-11-05	
Note-id_482	センザンコウのウロコを酢で処理したものは、関節リウマチへの既存治療に追加することで、長期的に治療管理が可能となりえる。	Pangolin scale processed with vinegar integrated with conventional treatments (e.g., NASID (meloxicam)) may provide long-term management for rheumatic arthritis.	2021-11-05	
Note-id_483	センザンコウのウロコを酢で処理したものおよび、（それよりは低濃度だとしても）伝統的なセンザンコウのウロコ煎じ汁中のどんな成分が関節リウマチ患者で抗炎症活性を示すのか。	Which components in pangolin scale processed with vinegar and the traditional decoction of pangolin scale (even if its low levels of active ingredients) play important role in inflammation and immune response into rheumatoid arthritis patients?	2021-11-05	
Note-id_484	（自然界のものは）齧歯目には病原性を示さない。	Wild types are not pathogenic in rodents.	2021-11-10	
Note-id_485	野性型では病原性を示さなかった齧歯目類で発症できる改変型を実験的に作成。	Experimentally adapted viruses replicate and cause disease in rodents, though wild types cannot.	2021-11-10	
Note-id_486	自然界のエボラウイルスには無症候性（実験的に病原性をもつ改変エボラウイルスで発症）。	Asymptomatic for wild types of Ebola viruses but experimentally adapted viruses replicate and cause disease.	2021-11-10	
Note-id_487	本来齧歯目には非感染なエボラウイルスを増殖/発症型に改変させるためには、ウイルスタンパクVP24、GPおよびVP35の変異が必要なようだ。	Mutations on VP24, GP and NP of Ebola viruses may be crucial to adaptation to rodents.	2021-11-10	
Note-id_488	エボラウイルスが新たな種にスピルオーバーするためには、少なくともVP24、GPおよびVP35タンパクの5つ未満の変異が必要なようだ。	Fewer than five mutations on VP24, GP and NP of Ebola viruses may be crucial to adaptation to new species.	2021-11-10	
Note-id_489	エボラウイルスが新たな種にスピルオーバーするために必要と考えられるタンパクVP24の変異のうちいくつかは、カリオフェリンや宿主インターフェロン応答を阻害したり、水素結合やコンフォメーション変化をうむようだ。	Several VP24 mutations which are crucial to adaptation to new species, inhibit karyopherins and subsequently the host interferon response, change hydrogen bonding or cause conformational changes.	2021-11-10	
Note-id_490	エボラウイルスが新たな種にスピルオーバーするためにはほんのわずかな変異しか必要としないようだ。	With only a few mutations, Ebola viruses might be adapted to new hosts.	2021-11-10	
Note-id_491	ヒト無症候性なレストンエボラウイルス/エボラウイルスレストンが（アジアの）養豚で流行しているが、ほんのわずかな変異でヒト病原性に変わりうるかもしれないので、注視が必要だ。	Further surveillance is needed for Reston ebolavirus, circulates in pigs in Asia, which is now non-human pathogenic but with only a few mutations, it might be adapted to new hosts.	2021-11-10	
Note-id_492	対（人獣共通）感染症アウトブレイク緊急医療施設では、病原体を含んだ廃水/汚水がうまれ、運搬時や廃棄施設で適切な処理が出来ない場合に感染拡大の可能性がある。	Treatment centers which emergently setting against infectious or zoonotic diseases outbreaks produce pathogen-laden wastewaters and it may cause further transmission of diseases during its haulage or without high-managed hazardous waste facility.	2021-11-10	
Note-id_493	対（人獣共通）感染症アウトブレイク緊急医療施設では、病原体を含んだ廃水/汚水による感染拡大を防止するため、シンプルで効果的な廃水/汚水処理がその場で行えることが求められる。	Needs for simple and effective treatment system of pathogen-laden wastewaters in situ, when treatment centers which emergently setting against infectious or zoonotic diseases outbreaks produce hazardous waste.	2021-11-10	
Note-id_494	対（人獣共通）感染症アウトブレイク緊急医療施設で生じる病原体を含んだ大量の廃水/汚水を高pH（消石灰/水酸化カルシウム）或いは低pH（塩酸処理中和後、硫酸アルミニウム）にさらすシンプルな方法で、浮遊物質を凝固、綿状沈殿させ、高度に消毒/殺菌できた。この方法だと、発生箇所でオンサイトに、既存のものより安価に処理できる。	By simply exposed to high pH (hydrated lime) or low pH (hydrochloric acid, followed by pH neutralization and aluminum sulfate) environments, pathogen-laden wastewaters produced abundantly from treatment centers which emergently setting against infectious or zoonotic diseases outbreaks are coagulated/flocculated and highly disinfected. These treatment systems offer onsite disinfection and saving in reagent costs.	2021-11-10	
Note-id_495	対（人獣共通）感染症アウトブレイク緊急医療施設で生じる病原体を含んだ大量の廃水/汚水を高pH（消石灰/水酸化カルシウム）或いは低pH（塩酸処理中和後、硫酸アルミニウム）にさらすシンプルなオンサイト消毒は、コレラ（ハイチ共和国）（国境なき医師団）で実績があり、エボラ（西アフリカ）（WHO）と糞口感染（フィリピン共和国とミャンマー連邦共和国の災害現場）（NGO Oxfam）で検討中である。	By simply exposed to high pH (hydrated lime) or low pH (hydrochloric acid, followed by pH neutralization and aluminum sulfate) environments, pathogen-laden wastewaters produced abundantly from treatment centers which emergently setting against infectious or zoonotic diseases outbreaks are coagulated/flocculated and highly disinfected in situ; used for cholera (in Haiti) (with Médecins Sans Frontières); actively exploring for Ebola (in West Africa) (with WHO) and for excreta-borne disease caused by disasters (in the Philippines and Myanmar) (with UK-based NGO Oxfam).	2021-11-10	
Note-id_496	対（人獣共通）感染症アウトブレイク緊急医療施設で生じる病原体を含んだ大量の廃水/汚水を、シンプルな方法で現場で安価に消毒することは非常によい方法ではあるが、作業途中で漏出してしまう危険だけでなく、使用前（反応/中和前）の大量の化学薬品の保管管理も徹底し、排水処理という適切な目的のためであったとしても、例えば自然災害などでの流出による２次被害をおこさない、アウトブレイクが収束しても放置されない（残念ではあるが、次に必要とする箇所は必ず出てくるので、引き継ぐ）ための工夫が必要となる。	By simply exposed to high pH (hydrated lime) or low pH (hydrochloric acid, followed by pH neutralization and aluminum sulfate) environments, pathogen-laden wastewaters produced abundantly from treatment centers which emergently setting against infectious or zoonotic diseases outbreaks are coagulated/flocculated and highly disinfected in situ. What a simple, effective and cost-saving methods. We, however, also should take care for a few and important points. Not only prevent any leakage during protocols but need high-managed storage facilities of abundant reagents which are not yet chemical reaction/neutralization. Even if natural disaster will happen, never ever leaked them to natural environments otherwise it causes next pollutions and may be cause next infections in future. After pandemics will be over, never ever forget and don't leave them. Unfortunately, somewhere will need them emergently in future, we should make frameworks for mutual cooperation.	2021-11-10	
