lexisDic-id	lexicalCue	lexicalCue_jpn	Registered	LastUpdated
lexisDic-id_1761	porcine circovirus	豚サーコウイルス	2021-09-26	
lexisDic-id_1762	classical swine fever virus	ペスチウイルスC（CSFウイルス）	2021-09-26	
lexisDic-id_1763	equine herpesvirus 9	ウマヘルペスウイルス9型	2021-09-26	
lexisDic-id_1764	peste des petits ruminants virus	小反芻獣疫ウイルス	2021-09-26	
lexisDic-id_1765	equine infectious anaemia virus (equine infectious anemia virus)	馬伝染性貧血ウイルス	2021-09-26	
lexisDic-id_1766	highest concern	ビルナウイルス感染症	2021-09-26	
lexisDic-id_1767	highest concern	急性壊死性膵炎	2021-09-26	
lexisDic-id_1768	highest concern	ウイルス性出血性敗血症	2021-09-26	
lexisDic-id_1769	highest concern	コイヘルペスウイルス病	2021-09-26	
lexisDic-id_1770	cyprinid herpesvirus 3	コイヘルペスウイルス3型	2021-09-26	
lexisDic-id_1771	koi herpesvirus	コイヘルペスウイルス	2021-09-26	
lexisDic-id_1772	viral haemorrhagic septicaemia virus	ウイルス性出血性敗血症ウイルス	2021-09-26	
lexisDic-id_1773	infectious pancreatic necrosis virus	伝染性膵臓壊死症ウイルス	2021-09-26	
lexisDic-id_1774	virus	（エボラ）ウイルス	2021-09-26	
lexisDic-id_1775	hemorrhagic fever	マールブルグ病/マールブルグ出血熱	2021-09-26	
lexisDic-id_1776	hemorrhagic fever	ウイルス性出血熱	2021-09-26	
lexisDic-id_1777	These viral diseases	マールブルグ病/マールブルグ出血熱	2021-09-26	
lexisDic-id_1778	These viral diseases	エボラウイルス病/エボラ出血熱	2021-09-26	
lexisDic-id_1779	lethality	致死率	2021-09-26	
lexisDic-id_1780	Ebola-Zaire	ザイールエボラウイルス/エボラウイルスザイール	2021-09-26	2021-10-22
lexisDic-id_1781	Hammer-headed Bats	ウマヅラコウモリ	2021-09-26	
lexisDic-id_1782	Hypsignathus monstrosus	ウマヅラコウモリ	2021-09-26	
lexisDic-id_1783	Epauletted Fruit Bats	フランケオナシケンショウコウモリ	2021-09-26	
lexisDic-id_1784	Epomops franqueti	フランケオナシケンショウコウモリ	2021-09-26	
lexisDic-id_1785	Little Collared Fruit Bats	コクビワフルーツコウモリ	2021-09-26	
lexisDic-id_1786	Myonycteris torquata	コクビワフルーツコウモリ	2021-09-26	
lexisDic-id_1787	2001	2001年	2021-09-26	
lexisDic-id_1788	2005	2005年	2021-09-26	
lexisDic-id_1789	Gabon	ガボン共和国	2021-09-26	
lexisDic-id_1790	Republic of the Congo	コンゴ共和国	2021-09-26	
lexisDic-id_1791	Ebola (Ebola-Zaire)	(ザイール）エボラウイルス病	2021-09-26	
lexisDic-id_1792	virus	（マールブルグ）ウイルス	2021-09-26	
lexisDic-id_1793	ribonucleic acid	RNA	2021-09-26	
lexisDic-id_1794	Egyptian Fruit Bats	エジプトルーセットオオコウモリ	2021-09-26	
lexisDic-id_1795	2007	2007年	2021-09-26	
lexisDic-id_1796	infected	感染した	2021-09-26	
lexisDic-id_1797	Kitaka	キタカ	2021-09-26	
lexisDic-id_1798	Mine	鉱山	2021-09-26	
lexisDic-id_1799	Uganda	ウガンダ	2021-09-26	
lexisDic-id_1800	risk factors	危険因子	2021-09-26	
lexisDic-id_1801	infection	感染（マールブルグ病/マールブルグ出血熱）	2021-09-26	
lexisDic-id_1802	infection	感染（エボラウイルス病/エボラ出血熱）	2021-09-26	
lexisDic-id_1803	infection	感染（ウイルス性疾患）	2021-09-26	
lexisDic-id_1804	consumption	摂取	2021-09-26	
lexisDic-id_1805	wild animal	野生動物	2021-09-26	
lexisDic-id_1806	carcasses	死骸	2021-09-26	
lexisDic-id_1807	sightseeing	観光	2021-09-26	
lexisDic-id_1808	work	作業	2021-09-26	
lexisDic-id_1809	mines	鉱山	2021-09-26	
lexisDic-id_1810	Twice	2回	2021-09-26	
lexisDic-id_1811	a year	年	2021-09-26	
lexisDic-id_1812	southwestern	南西	2021-09-26	
lexisDic-id_1813	traded	取引される	2021-09-26	
lexisDic-id_1814	Bartonella	バルトネラ菌	2021-09-26	
lexisDic-id_1815	bat flies	コウモリバエの1種	2021-09-26	
lexisDic-id_1816	Eucampsipoda africana	コウモリバエの1種	2021-09-26	
lexisDic-id_1817	infections	感染する	2021-09-26	
lexisDic-id_1818	these bats	（エジプトルーセットオオ）コウモリ	2021-09-26	
lexisDic-id_1819	these	（コウモリバエの1種）	2021-09-26	
lexisDic-id_1820	flies	（コウモリ）バエの1種	2021-09-26	
lexisDic-id_1821	multilocus sequence typing	multilocus sequence typing (MLST)	2021-09-26	
lexisDic-id_1822	novel	新規の	2021-09-26	
lexisDic-id_1823	Bartonella rousetti	Bartonella rousetti（バルトネラ菌の1種）	2021-09-26	
lexisDic-id_1824	204	204	2021-09-26	
lexisDic-id_1825	B. rousetti	Bartonella rousetti（バルトネラ菌の1種）	2021-09-26	
lexisDic-id_1826	cross-reactivity	交差反応	2021-09-26	
lexisDic-id_1827	other	他の	2021-09-26	
lexisDic-id_1828	infecting	感染する	2021-09-26	
lexisDic-id_1829	predation	捕食	2021-09-26	
lexisDic-id_1830	Cercopithecus monkeys	Cercopithecus monkeys（霊長目の1種）	2021-09-26	2021-09-29
lexisDic-id_1831	zoonotic disease	人獣共通感染症	2021-09-26	
lexisDic-id_1832	over 6.5	6.5以上	2021-09-26	
lexisDic-id_1833	years	年	2021-09-26	
lexisDic-id_1834	forests	森	2021-09-26	
lexisDic-id_1835	Tanzania	タンザニア連合共和国	2021-09-26	
lexisDic-id_1836	Monkeys	Cercopithecus monkeys（霊長目の1種）	2021-09-26	2021-09-29
lexisDic-id_1837	carcass	死骸	2021-09-26	
lexisDic-id_1838	consuming	食べきる	2021-09-26	
lexisDic-id_1839	it	コウモリ	2021-09-26	
lexisDic-id_1840	edge	端	2021-09-26	
lexisDic-id_1841	plantation	プランテーション	2021-09-26	
lexisDic-id_1842	habitat	生息地	2021-09-26	
lexisDic-id_1843	Predator	捕食者	2021-09-26	
lexisDic-id_1844	prey	被食者	2021-09-26	
lexisDic-id_1845	Central American squirrel monkeys	セアカリスザル	2021-09-26	
lexisDic-id_1846	Saimiri oerstedi	セアカリスザル	2021-09-26	
lexisDic-id_1847	modified	加工された	2021-09-26	
lexisDic-id_1848	leaves	葉	2021-09-26	
lexisDic-id_1849	phyllostomid bats	ヘラコウモリの1種	2021-09-26	
lexisDic-id_1850	utilize	利用する	2021-09-26	
lexisDic-id_1851	roost sites	ねぐら	2021-09-26	
lexisDic-id_1852	monkeys	セアカリスザル	2021-09-26	
lexisDic-id_1853	bat	ヘラコウモリの1種	2021-09-26	
lexisDic-id_1854	tents	テント	2021-09-26	
lexisDic-id_1855	Adult	成体	2021-09-26	
lexisDic-id_1856	males	（セアカリスザルの）オス	2021-09-26	
lexisDic-id_1857	males	オス	2021-09-26	
lexisDic-id_1858	capturing	捕獲する	2021-09-26	
lexisDic-id_1859	bats	ヘラコウモリの1種	2021-09-26	
lexisDic-id_1860	Nonvolant juvenile	幼く飛べない	2021-09-26	
lexisDic-id_1861	monkey	セアカリスザル	2021-09-26	
lexisDic-id_1862	escape	逃れる	2021-09-26	
lexisDic-id_1863	captured	捕獲	2021-09-26	
lexisDic-id_1864	doubletoothed kites	ハバシトビ	2021-09-26	
lexisDic-id_1865	Harpagus bidentatus	ハバシトビ	2021-09-26	
lexisDic-id_1866	foraging	採餌	2021-09-26	
lexisDic-id_1867	extremely	非常に	2021-09-26	
lexisDic-id_1868	medicine	（伝統）薬	2021-09-26	
lexisDic-id_1869	illegal	密（猟）	2021-09-26	
lexisDic-id_1870	hunting	（密）猟	2021-09-26	
lexisDic-id_1871	drastically	大幅に	2021-09-26	
lexisDic-id_1872	population	個体数	2021-09-26	
lexisDic-id_1873	pushing	ひんする	2021-09-26	
lexisDic-id_1874	them	センザンコウ	2021-09-26	
lexisDic-id_1875	extinction	絶滅	2021-09-26	
lexisDic-id_1876	these species	センザンコウ	2021-09-26	
lexisDic-id_1877	specialized	特殊	2021-09-26	
lexisDic-id_1878	behaviors	生態	2021-09-26	
lexisDic-id_1879	natural	自然	2021-09-26	
lexisDic-id_1880	barriers	壁	2021-09-26	
lexisDic-id_1881	naturalistic	自然に近い	2021-09-26	
lexisDic-id_1882	dietary	食事	2021-09-26	
lexisDic-id_1883	husbandry	管理	2021-09-26	
lexisDic-id_1884	reproduction	繁殖	2021-09-26	
lexisDic-id_1885	disease	病気	2021-09-26	
lexisDic-id_1886	medicinal	薬用	2021-09-26	
lexisDic-id_1887	animals	（野性）動物	2021-09-26	
lexisDic-id_1888	Traditional	伝統的な	2021-09-26	
lexisDic-id_1889	Yorubic	ヨルビックの	2021-09-26	
lexisDic-id_1890	medical	医（師）	2021-09-26	
lexisDic-id_1891	practitioners	（医）師	2021-09-26	
lexisDic-id_1892	tymps	ヨルビックの伝統医学師	2021-09-26	
lexisDic-id_1893	dealers	商人	2021-09-26	
lexisDic-id_1894	ingredients	材料、成分	2021-09-26	
lexisDic-id_1895	56	56	2021-09-26	
lexisDic-id_1896	Ijebu province	イジェブ行政区	2021-09-26	
lexisDic-id_1897	55	55	2021-09-26	
lexisDic-id_1898	primary	初等	2021-09-26	
lexisDic-id_1899	education	教育	2021-09-26	
lexisDic-id_1900	90	90	2021-09-26	
lexisDic-id_1901	aware	気が付いて	2021-09-26	
lexisDic-id_1902	conservation	保護	2021-09-26	
lexisDic-id_1903	species	センザンコウ	2021-09-26	
lexisDic-id_1904	legal machinery regulating	法的規制	2021-09-26	
lexisDic-id_1905	its	センザンコウ	2021-09-26	
lexisDic-id_1906	trade	取引	2021-09-26	
lexisDic-id_1907	utilisation	使用	2021-09-26	
lexisDic-id_1908	contracts	契約	2021-09-26	
lexisDic-id_1909	search	捜索	2021-09-26	
lexisDic-id_1910	this animal	センザンコウ	2021-09-26	
lexisDic-id_1911	More than 98	98以上	2021-09-26	
lexisDic-id_1912	livelihood	生計	2021-09-26	
lexisDic-id_1913	tradition	伝統	2021-09-26	
lexisDic-id_1914	wild	野性	2021-09-26	
lexisDic-id_1915	treat	治療	2021-09-26	
lexisDic-id_1916	total of 42	合計42	2021-09-26	
lexisDic-id_1917	conditions	状態	2021-09-26	
lexisDic-id_1918	infertility	不妊症	2021-09-26	
lexisDic-id_1919	gastro-intestinal disorders	胃腸障害	2021-09-26	
lexisDic-id_1920	parturition	分娩	2021-09-26	
lexisDic-id_1921	stomach ulcers	胃潰瘍	2021-09-26	
lexisDic-id_1922	rheumatism	リウマチ	2021-09-26	
lexisDic-id_1923	fibroid	子宮筋腫	2021-09-26	
lexisDic-id_1924	medicine	（伝統）薬	2021-09-26	
lexisDic-id_1925	boosting sales	商売繁盛	2021-09-26	
lexisDic-id_1926	conferring invisibility	見えなくする	2021-09-26	
lexisDic-id_1927	removing bad luck	邪気払い	2021-09-26	
lexisDic-id_1928	appeasing/wading off witches cum evil forces	悪霊、魔女退散	2021-09-26	
lexisDic-id_1929	money rituals	お金の儀式	2021-09-26	
lexisDic-id_1930	juvenile	幼体	2021-09-26	
lexisDic-id_1931	pregnant	妊娠した	2021-09-26	
lexisDic-id_1932	female	メス	2021-09-26	
lexisDic-id_1933	animals	センザンコウ	2021-09-26	
lexisDic-id_1934	eats deep	影響を及ぼす	2021-09-26	
lexisDic-id_1935	reproductive	繁殖	2021-09-26	
lexisDic-id_1936	Appendix II of CITES	Appendix II of CITES	2021-09-26	
lexisDic-id_1937	Schedule I	Schedule I	2021-09-26	
lexisDic-id_1938	the Nigerian Decree 11	the Nigerian Decree 11	2021-09-26	
lexisDic-id_1939	1985	1985年	2021-09-26	
lexisDic-id_1940	strict	厳しい	2021-09-26	
lexisDic-id_1941	control	管理	2021-09-26	
lexisDic-id_1942	sales	売買	2021-09-26	
lexisDic-id_1943	this species	センザンコウ	2021-09-26	
lexisDic-id_1944	values	価値	2021-09-26	
lexisDic-id_1945	folk	民族	2021-09-26	
lexisDic-id_1946	culture	文化	2021-09-26	
lexisDic-id_1947	financial	金銭的な	2021-09-26	
lexisDic-id_1948	benefits	利益	2021-09-26	
lexisDic-id_1949	promoting	促進	2021-09-26	
lexisDic-id_1950	commercialisation	商業化	2021-09-26	
lexisDic-id_1951	use	使用	2021-09-26	
lexisDic-id_1952	Pharmacological	薬理学的	2021-09-26	
lexisDic-id_1953	preparations	製剤	2021-09-26	
lexisDic-id_1954	bioactive	生物活性	2021-09-26	
lexisDic-id_1955	compounds	化合物	2021-09-26	
lexisDic-id_1956	enlightenment	啓蒙	2021-09-26	
lexisDic-id_1957	awareness	意識	2021-09-26	
lexisDic-id_1958	haemosporidian	住血胞子虫	2021-09-26	
lexisDic-id_1959	parasites	寄生虫	2021-09-26	
lexisDic-id_1960	infecting	感染している	2021-09-26	
lexisDic-id_1961	vertebrate species	脊椎動物	2021-09-26	
lexisDic-id_1962	Central Africa	中央アフリカ	2021-09-26	
lexisDic-id_1963	492	492	2021-09-26	
lexisDic-id_1964	five	5	2021-09-26	
lexisDic-id_1965	mammalian	哺乳綱/哺乳類	2021-09-26	2021-09-29
lexisDic-id_1966	duiker	ダイカー	2021-09-26	
lexisDic-id_1967	bird	トリ	2021-09-26	
lexisDic-id_1968	turtle	カメ	2021-09-26	
lexisDic-id_1969	infected	感染していた	2021-09-26	
lexisDic-id_1970	duikers	ダイカー	2021-09-26	
lexisDic-id_1971	infected specimens	感染例（住血胞子虫）	2021-09-26	
lexisDic-id_1972	parasite	寄生虫	2021-09-26	
lexisDic-id_1973	lineages	系統	2021-09-26	
lexisDic-id_1974	Polychromophilus	ポリクロモフィラス属	2021-09-26	
lexisDic-id_1975	sauropsid	竜弓類の	2021-09-26	
lexisDic-id_1976	Plasmodium	プラスモジウム属（マラリア原虫が含まれる）	2021-09-26	
lexisDic-id_1977	lizards	トカゲ	2021-09-26	
lexisDic-id_1978	Molecular screening	分子スクリーニング	2021-09-26	
lexisDic-id_1979	sylvatic	野性動物に発症する	2021-09-26	
lexisDic-id_1980	mosquitoes	蚊	2021-09-26	
lexisDic-id_1981	Anopheles	ハマダラカ	2021-09-26	
lexisDic-id_1982	transmission	伝播	2021-09-26	
lexisDic-id_1983	several independent	いくつかの独立した	2021-09-26	
lexisDic-id_1984	Plasmodiidae	プラスモジウム科	2021-09-26	
lexisDic-id_1985	infect	感染	2021-09-26	
lexisDic-id_1986	transmitted	伝播	2021-09-26	
lexisDic-id_1987	coevolution	共進化	2021-09-26	
lexisDic-id_1988	Tioman Island	ティオマン島	2021-09-27	
lexisDic-id_1989	Malaysia	マレーシア	2021-09-27	
lexisDic-id_1990	19	19	2021-09-27	
lexisDic-id_1991	stations	拠点	2021-09-27	
lexisDic-id_1992	infrared camera	赤外線カメラ	2021-09-27	
lexisDic-id_1993	video traps	ビデオトラップ	2021-09-27	
lexisDic-id_1994	flowering	花が咲いている	2021-09-27	
lexisDic-id_1995	orchard	果樹園	2021-09-27	
lexisDic-id_1996	disease	（ウイルス性）人獣共通感染症	2021-10-01	
lexisDic-id_1997	emergence	発生	2021-10-01	
lexisDic-id_1998	microbiome	微生物叢/マイクロバイオーム	2021-10-13	
lexisDic-id_1999	individual	（個）そのものの	2021-10-13	
lexisDic-id_2000	health-status	健康状態	2021-10-13	
lexisDic-id_2001	warning signs	警告サイン	2021-10-13	
lexisDic-id_2002	predict	予測する	2021-10-13	
lexisDic-id_2003	emerging	新しくおこる/発生する	2021-10-13	
lexisDic-id_2004	carriers	キャリア（ウイルスを体内に保有）	2021-10-13	
lexisDic-id_2005	bacteria	細菌	2021-10-13	
lexisDic-id_2006	robust	強い	2021-10-13	
lexisDic-id_2007	immunity	免疫	2021-10-13	
lexisDic-id_2008	them	寄生虫	2021-10-13	
lexisDic-id_2009	them	細菌	2021-10-13	
lexisDic-id_2010	them	ウイルス	2021-10-13	
lexisDic-id_2011	microbiota	微生物叢/マイクロバイオーム	2021-10-13	
lexisDic-id_2012	induction	誘導	2021-10-13	
lexisDic-id_2013	training	訓練	2021-10-13	
lexisDic-id_2014	largely	大きく	2021-10-13	
lexisDic-id_2015	evolved	進化した	2021-10-13	
lexisDic-id_2016	maintain	維持する	2021-10-13	
lexisDic-id_2017	symbiotic	相利共生	2021-10-13	
lexisDic-id_2018	these	寄生虫	2021-10-13	
lexisDic-id_2019	these	細菌	2021-10-13	
lexisDic-id_2020	these	ウイルス	2021-10-13	
lexisDic-id_2021	microbes	寄生虫	2021-10-13	
lexisDic-id_2022	microbes	細菌	2021-10-13	
lexisDic-id_2023	microbes	ウイルス	2021-10-13	
lexisDic-id_2024	outstanding	卓越した	2021-10-13	
lexisDic-id_2025	immune capacities	免疫能力	2021-10-13	
lexisDic-id_2026	Nyctalus noctula	ユーラシアコヤマコウモリ	2021-10-13	
lexisDic-id_2027	Pipistrellus pipistrellus	ヨーロッパアブラコウモリ	2021-10-13	
lexisDic-id_2028	Rhinoplophus hipposideros (Rhinolophus hipposideros)	ヒメキクガシラコウモリ	2021-10-13	
lexisDic-id_2029	Central	中央	2021-10-13	
lexisDic-id_2030	Eastern	東	2021-10-13	
lexisDic-id_2031	Europe	ヨーロッパ	2021-10-13	
lexisDic-id_2032	high-throughput sequencing	ハイスループットシーケンシング	2021-10-13	
lexisDic-id_2033	16S rRNA	16S rRNA	2021-10-13	
lexisDic-id_2034	PCRs	PCR	2021-10-13	
lexisDic-id_2035	vector-borne	生物によって媒介される	2021-10-13	
lexisDic-id_2036	Bartonella spp.	未同定のバルトネラ菌数種	2021-10-13	
lexisDic-id_2037	Rickettsia spp.	未同定のリケッチア数種	2021-10-13	
lexisDic-id_2038	phyla	門	2021-10-13	
lexisDic-id_2039	Proteobacteria	プロテオバクテリア	2021-10-13	
lexisDic-id_2040	Firmicutes	フィルミクテス	2021-10-13	
lexisDic-id_2041	location	場所	2021-10-13	
lexisDic-id_2042	effect	影響する	2021-10-13	
lexisDic-id_2043	composition	組成	2021-10-13	
lexisDic-id_2044	host species	宿主種	2021-10-13	
lexisDic-id_2045	determined	決定した	2021-10-13	
lexisDic-id_2046	structure	構造	2021-10-13	
lexisDic-id_2047	bacterial community	細菌群集（微生物叢/マイクロバイオーム）	2021-10-13	
lexisDic-id_2048	N. noctula	ユーラシアコヤマコウモリ	2021-10-13	
lexisDic-id_2049	R. hipposideros	ヒメキクガシラコウモリ	2021-10-13	
lexisDic-id_2050	Aves	トリ	2021-10-13	
lexisDic-id_2051	Mammalia	哺乳綱/哺乳類	2021-10-13	
lexisDic-id_2052	vertebrates	脊椎動物	2021-10-13	
lexisDic-id_2053	dramatic	劇的な	2021-10-13	
lexisDic-id_2054	adaptive radiations	適応放散	2021-10-13	
lexisDic-id_2055	ecological niches	ニッチ/生態的地位	2021-10-13	
lexisDic-id_2056	colonize	開拓する	2021-10-13	
lexisDic-id_2057	volant	飛ぶことができる	2021-10-13	
lexisDic-id_2058	urban environments	都市環境	2021-10-13	
lexisDic-id_2059	species	トリ	2021-10-13	
lexisDic-id_2060	anthropogenic habitats	人為的生息地（都市環境下生息地）	2021-10-13	
lexisDic-id_2061	well adapted	よく適応している	2021-10-13	
lexisDic-id_2062	convergent	収斂	2021-10-13	
lexisDic-id_2063	physiology	生理学	2021-10-13	
lexisDic-id_2064	immunology	免疫学	2021-10-13	
lexisDic-id_2065	these taxa	トリ	2021-10-13	
lexisDic-id_2066	these taxa	コウモリ	2021-10-13	
lexisDic-id_2067	their	コウモリ	2021-10-13	
lexisDic-id_2068	their	トリ	2021-10-13	
lexisDic-id_2069	interactions	相互作用	2021-10-13	
lexisDic-id_2070	domestic animals	家畜	2021-10-13	
lexisDic-id_2071	viral spillover	ウイルスの異なる動物種への伝播（飛び火）（スピルオーバー）	2021-10-13	
lexisDic-id_2072	facilitate	促進する	2021-10-13	
lexisDic-id_2073	novel viruses	新しいウイルス	2021-10-13	
lexisDic-id_2074	potent	有力な	2021-10-13	
lexisDic-id_2075	vectors	媒介動物	2021-10-13	
lexisDic-id_2076	fungi	真菌	2021-10-13	
lexisDic-id_2077	excreta	排泄物	2021-10-13	
lexisDic-id_2078	guano	グアノ/糞化石	2021-10-13	
lexisDic-id_2079	flying	飛ぶ	2021-10-13	
lexisDic-id_2080	some species	ある種	2021-10-13	
lexisDic-id_2081	typical	特有の	2021-10-13	
lexisDic-id_2082	deforestation	森林伐採	2021-10-13	
lexisDic-id_2083	urbanization	都市化	2021-10-13	
lexisDic-id_2084	anthropization	人類化	2021-10-13	
lexisDic-id_2085	overpopulation	個体数の増加	2021-10-13	
lexisDic-id_2086	easy	容易に	2021-10-13	
lexisDic-id_2087	interaction	相互作用	2021-10-13	
lexisDic-id_2088	other animals	他の糖物	2021-10-13	
lexisDic-id_2089	expansion	拡大	2021-10-13	
lexisDic-id_2090	Marburg	マールブルグ（ウイルス）	2021-10-13	
lexisDic-id_2091	henipaviruses	ヘニパウイルス（属）	2021-10-13	
lexisDic-id_2092	a high number	多数の	2021-10-13	
lexisDic-id_2093	fungal	真菌性	2021-10-13	
lexisDic-id_2094	common	共通/一般的な	2021-10-13	
lexisDic-id_2095	multi-drug-resistant	多剤耐性	2021-10-13	
lexisDic-id_2096	extended spectrum	基質特異性拡張型	2021-10-13	
lexisDic-id_2097	β-lactamases	βラクタマーゼ	2021-10-13	
lexisDic-id_2098	carbapenemase	カルバペネマーゼ	2021-10-13	
lexisDic-id_2099	strains	株	2021-10-13	
lexisDic-id_2100	most suitable	最適	2021-10-13	
lexisDic-id_2101	dissemination	播種	2021-10-13	
lexisDic-id_2102	yeasts	酵母（菌）	2021-10-13	
lexisDic-id_2103	keratinophilic	好ケラチン性	2021-10-13	
lexisDic-id_2104	dimorphic	二形性/二相性	2021-10-13	
lexisDic-id_2105	mycoses	真菌症	2021-10-13	
lexisDic-id_2106	histoplasmosis	ヒストプラスマ症	2021-10-13	
lexisDic-id_2107	cryptococcosis	クリプトコックス症	2021-10-13	
lexisDic-id_2108	immunocompromised individuals	免疫不全患者	2021-10-13	
lexisDic-id_2109	autochthonous	土着の	2021-10-13	
lexisDic-id_2110	taxa	分類群	2021-10-13	
lexisDic-id_2111	environment	環境	2021-10-13	
lexisDic-id_2112	emerging diseases	新興感染症	2021-10-13	
lexisDic-id_2113	cataloguing	カタログ化する	2021-10-13	
lexisDic-id_2114	zoonoses	人獣共通感染症	2021-10-13	
lexisDic-id_2115	fecal	排泄物	2021-10-13	
lexisDic-id_2116	281	281	2021-10-13	
lexisDic-id_2117	locations	場所	2021-10-13	
lexisDic-id_2118	Yunnan	雲南省	2021-10-13	
lexisDic-id_2119	reverse transcription polymerase chain reaction	RT-PCR	2021-10-13	
lexisDic-id_2120	next-generation sequencing	次世代シーケンシング	2021-10-13	
lexisDic-id_2121	Seven	7	2021-10-13	
lexisDic-id_2122	paramyxovirus	パラミクソウイルス科	2021-10-13	
lexisDic-id_2123	genera	属	2021-10-13	
lexisDic-id_2124	Rubulavirus	ルブラウイルス（属）	2021-10-13	
lexisDic-id_2125	Henipavirus	ヘニパウイルス（属）	2021-10-13	
lexisDic-id_2126	Jeilongvirus	ジェイロングウイルス（属）	2021-10-13	
lexisDic-id_2127	Various	さまざまな	2021-10-13	
lexisDic-id_2128	Illumina sequencing	イルミナ（社製の）シーケンシング	2021-10-13	
lexisDic-id_2129	7066	7066	2021-10-13	
lexisDic-id_2130	contigs	コンティグ	2021-10-13	
lexisDic-id_2131	≥200	200以上	2021-10-13	
lexisDic-id_2132	bp	塩基対	2021-10-13	
lexisDic-id_2133	105	105	2021-10-13	
lexisDic-id_2134	eukaryotic	真核生物	2021-10-13	
lexisDic-id_2135	103	103	2021-10-13	
lexisDic-id_2136	2	2	2021-10-13	
lexisDic-id_2137	vertebrate	脊椎動物	2021-10-13	
lexisDic-id_2138	families	科	2021-10-13	
lexisDic-id_2139	1	1	2021-10-13	
lexisDic-id_2140	insect	昆虫	2021-10-13	
lexisDic-id_2141	mycovirus	マイコウイルス	2021-10-13	
lexisDic-id_2142	17	17	2021-10-13	
lexisDic-id_2143	4913	4913	2021-10-13	
lexisDic-id_2144	prokaryotic	原核生物	2021-10-13	
lexisDic-id_2145	microorganisms	微生物	2021-10-13	
lexisDic-id_2146	79	79	2021-10-13	
lexisDic-id_2147	low	低い	2021-10-13	
lexisDic-id_2148	identity	（アミノ酸）相同性	2021-10-13	
lexisDic-id_2149	<70	70より下	2021-10-13	
lexisDic-id_2150	amino acid	アミノ酸（相同性）	2021-10-13	
lexisDic-id_2151	divergent	異なる	2021-10-13	
lexisDic-id_2152	most frequently	最もよく	2021-10-13	
lexisDic-id_2153	Hipposideridae	カグラコウモリ科	2021-10-13	
lexisDic-id_2154	retroviruses	レトロウイルス	2021-10-13	
lexisDic-id_2155	virome	ウイルス叢	2021-10-13	
lexisDic-id_2156	directly	直接的に	2021-10-13	
lexisDic-id_2157	indirectly	間接的に	2021-10-13	
lexisDic-id_2158	crossing over into	異なる動物種への伝播	2021-10-13	
lexisDic-id_2159	Some	いくつかの	2021-10-13	
lexisDic-id_2160	mosquito	蚊	2021-10-13	
lexisDic-id_2161	diseases to humans and animals	人獣共通感染症	2021-10-13	
lexisDic-id_2162	deadliest	もっとも致命的な	2021-10-13	
lexisDic-id_2163	Aedes	ヤブカ（属）	2021-10-13	
lexisDic-id_2164	Ae.	ヤブカ（属）	2021-10-13	
lexisDic-id_2165	genus	属	2021-10-13	
lexisDic-id_2166	vector	媒介動物	2021-10-13	
lexisDic-id_2167	several	いくつかの	2021-10-13	
lexisDic-id_2168	Zika viruses	ジカウイルス	2021-10-13	
lexisDic-id_2169	pathologies	症状	2021-10-13	
lexisDic-id_2170	Since 2004	2004年から	2021-10-13	
lexisDic-id_2171	Ae. albopictus	ヒトスジシマカ	2021-10-13	
lexisDic-id_2172	encountered	遭遇する	2021-10-13	
lexisDic-id_2173	South	南	2021-10-13	
lexisDic-id_2174	France	フランス共和国	2021-10-13	
lexisDic-id_2175	autochthonous	自発的に	2021-10-13	
lexisDic-id_2176	Dengue	デング熱	2021-10-13	
lexisDic-id_2177	Chikungunya	チクングニア熱	2021-10-13	
lexisDic-id_2178	Zika diseases	ジカウイルス感染症	2021-10-13	
lexisDic-id_2179	diseases	チクングニア熱	2021-10-13	
lexisDic-id_2180	diseases	デング熱	2021-10-13	
lexisDic-id_2181	survey	調査	2021-10-13	
lexisDic-id_2182	this area	南フランス共和国	2021-10-13	
lexisDic-id_2183	high throughput sequencing	ハイスループットシーケンシング	2021-10-13	
lexisDic-id_2184	HTS	ハイスループットシーケンシング	2021-10-13	
lexisDic-id_2185	DNA	DNA（ウイルス）	2021-10-13	
lexisDic-id_2186	RNA viral	RNAウイルス	2021-10-13	
lexisDic-id_2187	viral	（DNA）ウイルス	2021-10-13	
lexisDic-id_2188	communities	集団	2021-10-13	
lexisDic-id_2189	Culex	アカイエカ	2021-10-13	
lexisDic-id_2190	Cx.	イエカ属	2021-10-13	
lexisDic-id_2191	pipiens	アカイエカ	2021-10-13	
lexisDic-id_2192	Culiseta	ハボシカ属の1種	2021-10-13	
lexisDic-id_2193	Cs.	ハボシカ属	2021-10-13	
lexisDic-id_2194	longiareolata	ハボシカ属の1種	2021-10-13	
lexisDic-id_2195	infectious diseases	感染症	2021-10-13	
lexisDic-id_2196	sub-urban	郊外の	2021-10-13	
lexisDic-id_2197	Totiviridae	トティウイルス（科）	2021-10-13	
lexisDic-id_2198	Iflaviviridae (Iflaviridae)	イフラビリダエ（科）	2021-10-13	
lexisDic-id_2199	Circoviridae	サーコウイルス（科）	2021-10-13	
lexisDic-id_2200	Sobemoviridae families  (Solemoviridae)	ソレモビリダエ科	2021-10-13	
lexisDic-id_2201	families	（サーコウイルス）科	2021-10-13	
lexisDic-id_2202	families	（イフラビリダエ）科	2021-10-13	
lexisDic-id_2203	families	（トティウイルス）科	2021-10-13	
